제품범주2,플랜트,제조일자,중분류(보정),count
육공육 후랑크,진천BC,2023-01-31,합성수지류,1
더건강한 닭가슴살,진천BC,2023-01-31,공정이물류,1
더건강한 닭가슴살,진천BC,2023-01-31,공정이물류,1
더건강한 닭가슴살,진천BC,2023-01-31,동물성이물,1
햇반 파우치밥,진천BC,2023-01-31,합성수지류,1
용기면,남원공장,2023-02-01,포장불량,1
BIG컵반(컵),부산공장,2023-02-01,합성수지류,1
프리미엄덮밥,부산공장,2023-02-01,합성수지류,1
국판삼해김,삼해상사(김포),2023-02-01,포장불량,1
국판삼해김,삼해상사(김포),2023-02-01,중량수량미달,1
비비고 왕교자,인천냉동식품,2023-02-01,형태,1
비비고 왕교자,인천냉동식품,2023-02-01,합성수지류,1
물만두,인천냉동식품,2023-02-01,식물성이물,1
물만두,인천냉동식품,2023-02-01,합성수지류,1
일반 국물 삼계,정다운(자연일가),2023-02-01,합성수지류,1
스팸일반,진천)육가공,2023-02-01,공정이물류,1
스팸일반,진천)육가공,2023-02-01,공정이물류,1
스팸일반,진천)육가공,2023-02-01,공정이물류,1
스팸일반,진천)육가공,2023-02-01,동물성이물,1
스팸일반,진천)육가공,2023-02-01,공정이물류,1
스팸일반,진천)육가공,2023-02-01,동물성이물,1
스팸일반,진천)육가공,2023-02-01,공정이물류,1
B2C 스팸단품,진천)육가공,2023-02-01,포장불량,1
한식반찬(비비고),진천BC,2023-02-01,동물성이물,1
PSPS,진천BC,2023-02-01,기타이물류,1
용기 죽,진천BC,2023-02-01,합성수지류,1
비비고볶음,SFS,2023-02-02,합성수지류,1
된장가정용,공주공장,2023-02-02,합성수지류,1
용기면,남원공장,2023-02-02,포장불량,1
프리미엄덮밥,부산공장,2023-02-02,동물성이물,1
BIG컵반(컵),부산공장,2023-02-02,동물성이물,1
프리미엄덮밥,부산공장,2023-02-02,동물성이물,1
프리미엄덮밥,부산공장,2023-02-02,동물성이물,1
프리미엄덮밥,부산공장,2023-02-02,동물성이물,1
국판삼해김,삼해상사(김포),2023-02-02,치명,1
국판삼해김,삼해상사(김포),2023-02-02,형태,1
냉동 생선구이,씨푸드_성남,2023-02-02,기타,1
일반 요리당,인천1)당,2023-02-02,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-02,인체이물류,1
비비고 왕교자,인천냉동식품,2023-02-02,식물성이물,1
비비고 수제만두,인천냉동식품,2023-02-02,합성수지류,1
스팸일반,진천)육가공,2023-02-02,합성수지류,1
스팸일반,진천)육가공,2023-02-02,공정이물류,1
스팸일반,진천)육가공,2023-02-02,동물성이물,1
스팸일반,진천)육가공,2023-02-02,식물성이물,1
더건강한 닭가슴살,진천BC,2023-02-02,공정이물류,1
더건강한 닭가슴살,진천BC,2023-02-02,공정이물류,1
용기 죽,진천BC,2023-02-02,기타,1
용기 죽,진천BC,2023-02-02,포장오류,1
육공육 비엔나,진천BC,2023-02-02,동물성이물,1
쌈장가정용,공주공장,2023-02-03,변화,1
백미,부산공장,2023-02-03,기타이물류,1
백미,부산공장,2023-02-03,인체이물류,1
국판삼해김,삼해상사(김포),2023-02-03,중량수량미달,1
국판삼해김,삼해상사(김포),2023-02-03,포장불량,1
국판삼해김,삼해상사(김포),2023-02-03,중량수량미달,1
비비고 왕교자,인천냉동식품,2023-02-03,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-03,기타이물류,1
미트편의식,진천)육가공,2023-02-03,기타이물류,1
스팸일반,진천)육가공,2023-02-03,동물성이물,1
비비고 한식반찬,진천BC,2023-02-03,동물성이물,1
B2B고메(반찬류),진천BC,2023-02-03,인체이물류,1
치킨,진천BC,2023-02-03,동물성이물,1
백미,진천BC,2023-02-03,기타이물류,1
백미,진천BC,2023-02-03,식물성이물,1
햇반 성형밥(BC),진천BC,2023-02-03,인체이물류,1
삼호부산,씨푸드_성남,2023-02-04,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-04,동물성이물,1
비비고 수제만두,인천냉동식품,2023-02-04,합성수지류,1
고메피자(클래식),진천BC,2023-02-04,합성수지류,1
백미,진천BC,2023-02-04,인체이물류,1
잡곡,부산공장,2023-02-05,식물성이물,1
백미,부산공장,2023-02-05,기타이물류,1
용기면,남원공장,2023-02-06,포장불량,1
용기면,남원공장,2023-02-06,포장불량,1
과일젤리,뚜또,2023-02-06,벌레류,1
파우치 죽(일반),부산공장,2023-02-06,포장불량,1
파우치 죽(일반),부산공장,2023-02-06,기타이물류,1
백미,부산공장,2023-02-06,공정이물류,1
삼호어묵,씨푸드_성남,2023-02-06,포장불량,1
삼호어묵,씨푸드_성남,2023-02-06,합성수지류,1
삼호부산,씨푸드_성남,2023-02-06,인체이물류,1
핫도그,우양냉동(장항),2023-02-06,합성수지류,1
비비고 왕교자,인천냉동식품,2023-02-06,식물성이물,1
비비고 수제만두,인천냉동식품,2023-02-06,인체이물류,1
성형햄,진천)육가공,2023-02-06,동물성이물,1
중식프라잉,진천BC,2023-02-06,공정이물류,1
중식프라잉,진천BC,2023-02-06,공정이물류,1
꼬지형,하이푸드텍,2023-02-06,기타,1
용기면,남원공장,2023-02-07,포장불량,1
손만두,남원공장,2023-02-07,동물성이물,1
고추장가정용,논산1공장,2023-02-07,관능,1
파우치 죽(일반),부산공장,2023-02-07,합성수지류,1
다시다 대물,부산공장,2023-02-07,기타이물류,1
비비고 왕교자,인천냉동식품,2023-02-07,합성수지류,1
비비고 왕교자,인천냉동식품,2023-02-07,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-07,인체이물류,1
일반 국물 삼계,정다운(자연일가),2023-02-07,합성수지류,1
양식반찬,진천B2B생산,2023-02-07,동물성이물,1
미트편의식,진천)육가공,2023-02-07,공정이물류,1
스팸일반,진천)육가공,2023-02-07,공정이물류,1
스팸일반,진천)육가공,2023-02-07,인체이물류,1
더건강한 닭가슴살,진천BC,2023-02-07,공정이물류,1
더건강한 닭가슴살,진천BC,2023-02-07,동물성이물,1
더건강한 닭가슴살,진천BC,2023-02-07,공정이물류,1
비엔나,진천BC,2023-02-07,형태,1
비엔나,진천BC,2023-02-07,동물성이물,1
비비고 한식반찬,진천BC,2023-02-07,인체이물류,1
비비고 한식반찬,진천BC,2023-02-07,동물성이물,1
PSPS,진천BC,2023-02-07,합성수지류,1
백미,진천BC,2023-02-07,합성수지류,1
비비고 한식반찬,진천BC,2023-02-07,기타,1
B2B맨밥,진천BC,2023-02-07,합성수지류,1
비비고 한식반찬,진천BC,2023-02-07,동물성이물,1
비비고 한식반찬,진천BC,2023-02-07,동물성이물,1
비비고 한식반찬,진천BC,2023-02-07,동물성이물,1
비비고 한식반찬,진천BC,2023-02-07,동물성이물,1
용기면,남원공장,2023-02-08,포장불량,1
용기면,남원공장,2023-02-08,포장불량,1
용기면,남원공장,2023-02-08,포장불량,1
용기면,남원공장,2023-02-08,포장불량,1
백미,부산공장,2023-02-08,공정이물류,1
까스류,상신(2공장),2023-02-08,공정이물류,1
비비고 왕교자,인천냉동식품,2023-02-08,인체이물류,1
비비고 수제만두,인천냉동식품,2023-02-08,합성수지류,1
베이컨,진천)육가공,2023-02-08,인체이물류,1
스팸일반,진천)육가공,2023-02-08,공정이물류,1
스팸일반,진천)육가공,2023-02-08,인체이물류,1
스팸일반,진천)육가공,2023-02-08,공정이물류,1
스팸일반,진천)육가공,2023-02-08,인체이물류,1
B2C 스팸단품,진천)육가공,2023-02-08,합성수지류,1
용기 죽,진천BC,2023-02-08,인체이물류,1
더건강한 닭가슴살,진천BC,2023-02-08,동물성이물,1
비비고 한식반찬,진천BC,2023-02-08,동물성이물,1
햇반 성형밥(BC),한우물 영농조합,2023-02-08,합성수지류,1
핫도그,C&S (제당),2023-02-09,인체이물류,1
된장가정용,공주공장,2023-02-09,변화,1
용기면,남원공장,2023-02-09,포장불량,1
용기면,남원공장,2023-02-09,포장불량,1
용기면,남원공장,2023-02-09,포장불량,1
용기면,남원공장,2023-02-09,포장불량,1
비비고별미김치,동방푸드마스타(김치),2023-02-09,인체이물류,1
하선정절임류,두메,2023-02-09,형태,1
비비고 왕교자,인천냉동식품,2023-02-09,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-09,인체이물류,1
슬라이스,진천)육가공,2023-02-09,기타이물류,1
더건강한 닭가슴살,진천BC,2023-02-09,동물성이물,1
치킨,진천BC,2023-02-09,동물성이물,1
까스류,진천BC,2023-02-09,형태,1
용기면,남원공장,2023-02-10,기타이물류,1
고추장업소용,논산1공장,2023-02-10,공정이물류,1
과일젤리,뚜또,2023-02-10,인체이물류,1
백미,부산공장,2023-02-10,미생물,1
잡곡,부산공장,2023-02-10,합성수지류,1
국판삼해김,삼해상사(김포),2023-02-10,중량수량미달,1
미니소시지,신라에스지,2023-02-10,합성수지류,1
물만두,인천냉동식품,2023-02-10,식물성이물,1
수입콩두부,진천)두부,2023-02-10,기타,1
베이컨,진천)육가공,2023-02-10,인체이물류,1
육공육 후랑크,진천BC,2023-02-10,인체이물류,1
비엔나,진천BC,2023-02-10,형태,1
치킨,진천BC,2023-02-10,인체이물류,1
B2B적전류,진천BC,2023-02-10,동물성이물,1
고메피자(클래식),진천BC,2023-02-10,공정이물류,1
후랑크,진천BC,2023-02-10,동물성이물,1
치킨,진천BC,2023-02-10,동물성이물,1
꼬지형,하이푸드텍,2023-02-10,인체이물류,1
B2B어묵,남부식품_씨푸드NB,2023-02-11,곰팡이,1
치킨,진천BC,2023-02-11,동물성이물,1
우동,남원공장,2023-02-12,포장불량,1
후랑크,진천BC,2023-02-12,형태,1
우동,남원공장,2023-02-13,기타,1
과일젤리,뚜또,2023-02-13,포장불량,1
국판삼해김,삼해상사(김포),2023-02-13,기타이물류,1
국판삼해김,삼해상사(김포),2023-02-13,기타이물류,1
국판삼해김,삼해상사(김포),2023-02-13,기타이물류,1
B2B 조리육(OEM),소디프,2023-02-13,합성수지류,1
핫도그,우양냉동(장항),2023-02-13,합성수지류,1
B2C 스팸단품,진천)육가공,2023-02-13,기타이물류,1
PSPS,진천BC,2023-02-13,동물성이물,1
PSPS,진천BC,2023-02-13,동물성이물,1
맛간식,하북율원식품,2023-02-13,인체이물류,1
손만두,남원공장,2023-02-14,합성수지류,1
국판삼해김,삼해상사(김포),2023-02-14,기타이물류,1
국판조미김,씨푸드_이천,2023-02-14,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-14,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-14,동물성이물,1
일반 국물 삼계,정다운(자연일가),2023-02-14,합성수지류,1
FV _ OEM,진천B2B생산,2023-02-14,식물성이물,1
꼬지형,진천)육가공,2023-02-14,합성수지류,1
미니소시지,진천)육가공,2023-02-14,공정이물류,1
백미,진천BC,2023-02-14,합성수지류,1
백미,진천BC,2023-02-14,인체이물류,1
햇반 성형밥(OEM),진천BC,2023-02-14,포장불량,1
용기면,남원공장,2023-02-15,포장불량,1
프리미엄 국물,논산1공장,2023-02-15,동물성이물,1
B2B튀김류,도야지식품(제당),2023-02-15,기타이물류,1
프리미엄덮밥,부산공장,2023-02-15,합성수지류,1
BIG컵반(트레이),부산공장,2023-02-15,합성수지류,1
프리미엄국밥,부산공장,2023-02-15,식물성이물,1
국판삼해김,삼해상사(김포),2023-02-15,기타이물류,1
삼호어묵,씨푸드_성남,2023-02-15,합성수지류,1
비비고 왕교자,인천냉동식품,2023-02-15,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-15,동물성이물,1
국산콩두부,진천)두부,2023-02-15,인체이물류,1
미트편의식,진천)육가공,2023-02-15,합성수지류,1
스팸일반,진천)육가공,2023-02-15,합성수지류,1
스팸일반,진천)육가공,2023-02-15,공정이물류,1
더건강한 닭가슴살,진천BC,2023-02-15,동물성이물,1
백미,진천BC,2023-02-15,기타이물류,1
B2B고메(반찬류),진천BC,2023-02-15,합성수지류,1
B2B고메(반찬류),진천BC,2023-02-15,동물성이물,1
일반 국물 삼계,참프레(HMR),2023-02-15,합성수지류,1
용기면,남원공장,2023-02-16,포장불량,1
용기면,남원공장,2023-02-16,포장불량,1
용기면,남원공장,2023-02-16,포장불량,1
용기면,남원공장,2023-02-16,포장불량,1
용기면,남원공장,2023-02-16,포장불량,1
용기면,남원공장,2023-02-16,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-16,동물성이물,1
B2C 스팸단품,진천)육가공,2023-02-16,공정이물류,1
까스류,진천BC,2023-02-16,기타,1
백미,진천BC,2023-02-16,공정이물류,1
쌈장가정용,공주공장,2023-02-17,인체이물류,1
용기면,남원공장,2023-02-17,포장불량,1
손만두,남원공장,2023-02-17,합성수지류,1
용기면,남원공장,2023-02-17,포장불량,1
손만두,남원공장,2023-02-17,인체이물류,1
과일젤리,뚜또,2023-02-17,포장불량,1
비비고 왕교자,인천냉동식품,2023-02-17,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-17,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-17,식물성이물,1
국산콩두부,진천)두부,2023-02-17,기타이물류,1
스팸일반,진천)육가공,2023-02-17,합성수지류,1
스팸일반,진천)육가공,2023-02-17,포장불량,1
고메피자(클래식),진천BC,2023-02-17,합성수지류,1
후랑크,진천BC,2023-02-17,형태,1
B2B패티류,진천BC,2023-02-17,합성수지류,1
치킨,진천BC,2023-02-17,동물성이물,1
양식반찬,진천BC,2023-02-17,인체이물류,1
양식반찬,진천BC,2023-02-17,식물성이물,1
백미,진천BC,2023-02-17,식물성이물,1
잡곡,부산공장,2023-02-18,공정이물류,1
비비고 왕교자,인천냉동식품,2023-02-18,인체이물류,1
백미,진천BC,2023-02-18,인체이물류,1
백미,부산공장,2023-02-19,미생물,1
까스류,C&S (제당),2023-02-20,합성수지류,1
용기면,남원공장,2023-02-20,포장불량,1
용기면,남원공장,2023-02-20,포장불량,1
용기면,남원공장,2023-02-20,포장불량,1
백미,부산공장,2023-02-20,기타이물류,1
당면,사수리풍,2023-02-20,포장불량,1
국판삼해김,삼해상사(김포),2023-02-20,포장불량,1
배터믹스,영등포공장,2023-02-20,합성수지류,1
스팸일반,진천)육가공,2023-02-20,합성수지류,1
스팸일반,진천)육가공,2023-02-20,동물성이물,1
비엔나,진천BC,2023-02-20,동물성이물,1
비엔나,진천BC,2023-02-20,공정이물류,1
백미,진천BC,2023-02-20,합성수지류,1
B2B패티류,진천BC,2023-02-20,기타,1
용기 죽,진천BC,2023-02-20,합성수지류,1
백미,진천BC,2023-02-20,변색,1
쫄면,남원공장,2023-02-21,인체이물류,1
용기면,남원공장,2023-02-21,포장불량,1
한식양념장,논산1공장,2023-02-21,기타이물류,1
가정용다담,논산1공장,2023-02-21,관능,1
과일젤리,뚜또,2023-02-21,인체이물류,1
수입콩두부,진천)두부,2023-02-21,합성수지류,1
후랑크,진천)육가공,2023-02-21,동물성이물,1
슬라이스,진천)육가공,2023-02-21,동물성이물,1
슬라이스,진천)육가공,2023-02-21,합성수지류,1
B2C 스팸단품,진천)육가공,2023-02-21,포장불량,1
비엔나,진천BC,2023-02-21,합성수지류,1
중식프라잉,진천BC,2023-02-21,인체이물류,1
용기 죽,진천BC,2023-02-21,합성수지류,1
백미,진천BC,2023-02-21,미생물,1
중식프라잉,진천BC,2023-02-21,인체이물류,1
백미,진천BC,2023-02-21,성분,1
B2B패티류,진천BC,2023-02-21,합성수지류,1
손만두,푸드웨어,2023-02-21,합성수지류,1
맛간식,하북율원식품,2023-02-21,관능,1
된장가정용,공주공장,2023-02-22,공정이물류,1
과일젤리,뚜또,2023-02-22,식물성이물,1
프리미엄덮밥,부산공장,2023-02-22,인체이물류,1
잡곡,부산공장,2023-02-22,인체이물류,1
파우치 죽(일반),부산공장,2023-02-22,합성수지류,1
국판삼해김,삼해상사(김포),2023-02-22,식물성이물,1
핫도그,우양냉동(장항),2023-02-22,인체이물류,1
비비고 왕교자,인천냉동식품,2023-02-22,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-22,동물성이물,1
비비고 왕교자,인천냉동식품,2023-02-22,동물성이물,1
비비고 수제만두,인천냉동식품,2023-02-22,합성수지류,1
비비고 왕교자,인천냉동식품,2023-02-22,인체이물류,1
비비고 왕교자,인천냉동식품,2023-02-22,인체이물류,1
FV _ OEM,진천B2B생산,2023-02-22,토사류,1
